Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Graveler,75,Graveler,Graveler,Rock,Ground,Rock Head,Sturdy,Sand Veil,55,95,115,45,45,35,390,231.5 lbs.,"3'03""",Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly.,"This slow-footed PokÃ©mon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph.",Rock,0.5,0.5,Geodude,Mineral,,Rock / Ground,Rock Head / Sturdy / Sand Veil*,,28,48,58,23,23,18,195
Golem,76,Golem,Golem,Rock,Ground,Rock Head,Sturdy,Sand Veil,80,120,130,55,65,45,495,661.4 lbs.,"4'07""","Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity.","Once a year, this PokÃ©mon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells.",Megaton,0.5,0.5,Graveler,Mineral,,Rock / Ground,Rock Head / Sturdy / Sand Veil*,,40,60,65,28,33,23,248
Ponyta,77,Ponyta,Ponyta,Fire,,Run Away,Flash Fire,Flame Body,50,85,55,65,65,90,410,66.1 lbs.,"3'03""",,,Fire Horse,0.5,0.5,,Field,,Fire,Run Away / Flash Fire / Flame Body*,,25,43,28,33,33,45,205
Rapidash,78,Rapidash,Rapidash,Fire,,Run Away,Flash Fire,Flame Body,65,100,70,80,80,105,500,209.4 lbs.,"5'07""",,,Fire Horse,0.5,0.5,Ponyta,Field,,Fire,Run Away / Flash Fire / Flame Body*,,33,50,35,40,40,53,250
Slowpoke,79,Slowpoke,Slowpoke,Water,Psychic,Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,315,79.4 lbs.,"3'11""","Its long tail often breaks off. It doesnâ€™t really feel any pain, though, and the tail grows back, so Slowpoke isnâ€™t particularly bothered.",Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew.,Dopey,0.5,0.5,,Monster,Water 1,Water / Psychic,Oblivious / Own Tempo / Regenerator*,,45,33,33,20,20,8,158
Slowbro,80,Slowbro,Slowbro,Water,Psychic,Oblivious,Own Tempo,Regenerator,95,75,110,100,80,30,490,173.1 lbs.,"5'03""","It spaces out while gazing at the sea. With Shellderâ€™s poison flowing through its body, it becomes even spacier.","Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later.",Hermit Crab,0.5,0.5,Slowpoke,Monster,Water 1,Water / Psychic,Oblivious / Own Tempo / Regenerator*,,48,38,55,50,40,15,245
Magnemite,81,Magnemite,Magnemite,Electric,Steel,Magnet Pull,Sturdy,Analytic,25,35,70,95,55,45,325,13.2 lbs.,"1'00""",They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines.,"It sends out electromagnetic waves, which let it float through the air. Touching it while itâ€™s eating electricity will give you a full-body shock.",Magnet,,,,Mineral,,Electric / Steel,Magnet Pull / Sturdy / Analytic*,,13,18,35,48,28,23,163
Magneton,82,Magneton,Magneton,Electric,Steel,Magnet Pull,Sturdy,Analytic,50,60,95,120,70,70,465,132.3 lbs.,"3'03""","When three Magnemite link together, their brains also become one. They do not become three times more intelligent.","It has about three times the electrical power of Magnemite. For some reason, outbreaks of this PokÃ©mon happen when lots of sunspots appear.",Magnet,,,Magnemite,Mineral,,Electric / Steel,Magnet Pull / Sturdy / Analytic*,,25,30,48,60,35,35,233
Farfetch'd,83,Farfetchâ€™d,Farfetchâ€™d,Normal,Flying,Keen Eye,Inner Focus,Defiant,52,90,55,58,62,60,377,33.1 lbs.,"2'07""",,,Wild Duck,0.5,0.5,,Flying,Field,Normal / Flying,Keen Eye / Inner Focus / Defiant*,,26,45,28,29,31,30,189
Doduo,84,Doduo,Doduo,Normal,Flying,Run Away,Early Bird,Tangled Feet,35,85,45,35,35,75,310,86.4 lbs.,"4'07""",,,Twin Bird,0.5,0.5,,Flying,,Normal / Flying,Run Away / Early Bird / Tangled Feet*,,18,43,23,18,18,38,155
Dodrio,85,Dodrio,Dodrio,Normal,Flying,Run Away,Early Bird,Tangled Feet,60,110,70,60,60,100,460,187.8 lbs.,"5'11""",,,Triple Bird,0.5,0.5,Doduo,Flying,,Normal / Flying,Run Away / Early Bird / Tangled Feet*,,30,55,35,30,30,50,230
Seel,86,Seel,Seel,Water,,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,325,198.4 lbs.,"3'07""",,,Sea Lion,0.5,0.5,,Water 1,Field,Water,Thick Fat / Hydration / Ice Body*,,33,23,28,23,35,23,163
Dewgong,87,Dewgong,Dewgong,Water,Ice,Thick Fat,Hydration,Ice Body,90,70,80,70,95,70,475,264.6 lbs.,"5'07""",,,Sea Lion,0.5,0.5,Seel,Water 1,Field,Water / Ice,Thick Fat / Hydration / Ice Body*,,45,35,40,35,48,35,238
Grimer,88,Grimer,Grimer,Poison,,Stench,Sticky Hold,Poison Touch,80,80,50,40,50,25,325,66.1 lbs.,"2'11""",Its main source of food is the slimy industrial waste of factories. This PokÃ©monâ€™s numbers have been decreasing in recent years.,"It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies.",Sludge,0.5,0.5,,Amorphous,,Poison,Stench / Sticky Hold / Poison Touch*,,40,40,25,20,25,13,163
Muk,89,Muk,Muk,Poison,,Stench,Sticky Hold,Poison Touch,105,105,75,65,100,50,500,66.1 lbs.,"3'11""","The stench it gives off will make your nose scrunch up. Still, there are Muk fans who think thatâ€™s a good thing.","After recent environmental improvements, this PokÃ©mon is now hardly seen at all. People speculate that it may go extinct at some point.",Sludge,0.5,0.5,Grimer,Amorphous,,Poison,Stench / Sticky Hold / Poison Touch*,,53,53,38,33,50,25,250
Shellder,90,Shellder,Shellder,Water,,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,305,8.8 lbs.,"1'00""","The hardness of its shell surpasses the hardness of a diamond. In days gone by, people used the shells to make shields.",This PokÃ©monâ€™s tongue is always hanging out. It uses its tongue with great dexterity to dig up sand from the seabed in its search for food.,Bivalve,0.5,0.5,,Water 3,,Water,Shell Armor / Skill Link / Overcoat*,,15,33,50,23,13,20,153
Cloyster,91,Cloyster,Cloyster,Water,Ice,Shell Armor,Skill Link,Overcoat,50,95,180,85,45,70,525,292.1 lbs.,"4'11""",Its hard shell cannot be shatteredâ€”not even by a bomb. The contents of the shell remain unknown.,Excavation of the tombs of ancient hunting tribes has turned up many spears tipped with spikes that had fallen off this PokÃ©monâ€™s shell.,Bivalve,0.5,0.5,Shellder,Water 3,,Water / Ice,Shell Armor / Skill Link / Overcoat*,,25,48,90,43,23,35,263
Gastly,92,Gastly,Gastly,Ghost,Poison,Levitate,,,30,35,30,100,35,80,310,0.2 lbs.,"4'03""","Should a strange light be seen flickering in an abandoned building, Gastly is lurking there.","Although Gastly is barely visible, when itâ€™s near, a faint sweet smell lingers.",Gas,0.5,0.5,,Amorphous,,Ghost / Poison,Levitate,,15,18,15,50,18,40,155
Haunter,93,Haunter,Haunter,Ghost,Poison,Levitate,,,45,50,45,115,55,95,405,0.2 lbs.,"5'03""",It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.,Gas,0.5,0.5,Gastly,Amorphous,,Ghost / Poison,Levitate,,23,25,23,58,28,48,203
Gengar,94,Gengar,Gengar,Ghost,Poison,Cursed Body,Cursed Body,Cursed Body,60,65,60,130,75,110,500,89.3 lbs.,"4'11""","Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up.","It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans.",Shadow,0.5,0.5,Haunter,Amorphous,,Ghost / Poison,Cursed Body,,30,33,30,65,38,55,250
Onix,95,Onix,Onix,Rock,Ground,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,385,463.0 lbs.,"28'10""",,,Rock Snake,0.5,0.5,,Mineral,,Rock / Ground,Rock Head / Sturdy / Weak Armor*,,18,23,80,15,23,35,193
Drowzee,96,Drowzee,Drowzee,Psychic,,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,328,71.4 lbs.,"3'03""","A PokÃ©mon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna.","It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams itâ€™s ever eaten.",Hypnosis,0.5,0.5,,Human-Like,,Psychic,Insomnia / Forewarn / Inner Focus*,,30,24,23,22,45,21,164
Hypno,97,Hypno,Hypno,Psychic,,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,483,166.7 lbs.,"5'03""","While it is an extremely dangerous PokÃ©mon, people who are in need of a good, sound sleep call it their savior.","As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off.",Hypnosis,0.5,0.5,Drowzee,Human-Like,,Psychic,Insomnia / Forewarn / Inner Focus*,,43,37,35,37,58,34,242
Krabby,98,Krabby,Krabby,Water,,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,325,14.3 lbs.,"1'04""",,,River Crab,0.5,0.5,,Water 3,,Water,Hyper Cutter / Shell Armor / Sheer Force*,,15,53,45,13,13,25,163
Kingler,99,Kingler,Kingler,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,475,132.3 lbs.,"4'03""",,,Pincer,0.5,0.5,Krabby,Water 3,,Water,Hyper Cutter / Shell Armor / Sheer Force*,,28,65,58,25,25,38,238
Voltorb,100,Voltorb,Voltorb,Electric,,Soundproof,Static,Aftermath,40,30,50,55,55,100,330,22.9 lbs.,"1'08""",,,Ball,,,,Mineral,,Electric,Soundproof / Static / Aftermath*,,20,15,25,28,28,50,165
Electrode,101,Electrode,Electrode,Electric,,Soundproof,Static,Aftermath,60,50,70,80,80,150,490,146.8 lbs.,"3'11""",,,Ball,,,Voltorb,Mineral,,Electric,Soundproof / Static / Aftermath*,,30,25,35,40,40,75,245
Exeggcute,102,Exeggcute,Exeggcute,Grass,Psychic,Chlorophyll,,Harvest,60,40,80,60,45,40,325,5.5 lbs.,"1'04""",Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.,"Six of them together a full-fledged PokÃ©mon. Itâ€™s often hunted by Crabrawler, but uses psychokinesis to drive it off.",Egg,0.5,0.5,,Grass,,Grass / Psychic,Chlorophyll / Harvest*,,30,20,40,30,23,20,163
Exeggutor,103,Exeggutor,Exeggutor,Grass,Psychic,Chlorophyll,,Harvest,95,95,85,125,75,55,530,264.6 lbs.,"6'07""",Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.,"When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute.",Coconut,0.5,0.5,Exeggcute,Grass,,Grass / Psychic,Chlorophyll / Harvest*,,48,48,43,63,38,28,265
Cubone,104,Cubone,Cubone,Ground,,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,320,14.3 lbs.,"1'04""","When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air.","The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death.",Lonely,0.5,0.5,,Monster,,Ground,Rock Head / Lightning Rod / Battle Armor*,,25,25,48,20,25,18,160
Marowak,105,Marowak,Marowak,Ground,,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,425,99.2 lbs.,"3'03""","Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons.","This PokÃ©mon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down.",Bone Keeper,0.5,0.5,Cubone,Monster,,Ground,Rock Head / Lightning Rod / Battle Armor*,,30,40,55,25,40,23,213
Hitmonlee,106,Hitmonlee,Hitmonlee,Fighting,,Limber,Reckless,Unburden,50,120,53,35,110,87,455,109.8 lbs.,"4'11""",,,Kicking,1,0,Tyrogue,Human-Like,,Fighting,Limber / Reckless / Unburden*,,25,60,27,18,55,44,228
Hitmonchan,107,Hitmonchan,Hitmonchan,Fighting,,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,455,110.7 lbs.,"4'07""",,,Punching,1,0,Tyrogue,Human-Like,,Fighting,Keen Eye / Iron Fist / Inner Focus*,,25,53,40,18,55,38,228
Lickitung,108,Lickitung,Lickitung,Normal,,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,385,144.4 lbs.,"3'11""",,,Licking,0.5,0.5,,Monster,,Normal,Own Tempo / Oblivious / Cloud Nine*,,45,28,38,30,38,15,193
Koffing,109,Koffing,Koffing,Poison,,Levitate,,,40,65,95,60,45,35,340,2.2 lbs.,"2'00""",,,Poison Gas,0.5,0.5,,Amorphous,,Poison,Levitate,,20,33,48,30,23,18,170
Weezing,110,Weezing,Weezing,Poison,,Levitate,,,65,90,120,85,70,60,490,20.9 lbs.,"3'11""",,,Poison Gas,0.5,0.5,Koffing,Amorphous,,Poison,Levitate,,33,45,60,43,35,30,245
Rhyhorn,111,Rhyhorn,Rhyhorn,Ground,Rock,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,345,253.5 lbs.,"3'03""",,,Spikes,0.5,0.5,,Monster,Field,Ground / Rock,Lightning Rod / Rock Head / Reckless*,,40,43,48,15,15,13,173
Rhydon,112,Rhydon,Rhydon,Ground,Rock,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,485,264.6 lbs.,"6'03""",,,Drill,0.5,0.5,Rhyhorn,Monster,Field,Ground / Rock,Lightning Rod / Rock Head / Reckless*,,53,65,60,23,23,20,243
Chansey,113,Chansey,Chansey,Normal,,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,450,76.3 lbs.,"3'07""",The eggs laid by Chansey are rich in nutrients and a favorite food of many PokÃ©mon.,"Not only are these PokÃ©mon fast runners, theyâ€™re also few in number, so anyone who finds one must be lucky indeed.",Egg,0,1,Happiny,Fairy,,Normal,Natural Cure / Serene Grace / Healer*,,125,3,3,18,53,25,225
Tangela,114,Tangela,Tangela,Grass,,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,435,77.2 lbs.,"3'03""",,,Vine,0.5,0.5,,Grass,,Grass,Chlorophyll / Leaf Guard / Regenerator*,,33,28,58,50,20,30,218
Kangaskhan,115,Kangaskhan,Kangaskhan,Normal,,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,490,176.4 lbs.,"7'03""",Kangaskhanâ€™s maternal love is so deep that it will brave death to protect its offspring.,The child in its pouch leaves home after roughly three years. That is the only time the mother is heard to cry wildly.,Parent,0,1,,Monster,,Normal,Early Bird / Scrappy / Inner Focus*,,53,48,40,20,40,45,245
Horsea,116,Horsea,Horsea,Water,,Swift Swim,Sniper,Damp,30,40,70,70,25,60,295,17.6 lbs.,"1'04""",,,Dragon,0.5,0.5,,Water 1,Dragon,Water,Swift Swim / Sniper / Damp*,,15,20,35,35,13,30,148
Seadra,117,Seadra,Seadra,Water,,Poison Point,Sniper,Damp,55,65,95,95,45,85,440,55.1 lbs.,"3'11""",,,Dragon,0.5,0.5,Horsea,Water 1,Dragon,Water,Poison Point / Sniper / Damp*,,28,33,48,48,23,43,220
Goldeen,118,Goldeen,Goldeen,Water,,Swift Swim,Sniper,Damp,45,67,60,35,50,63,320,33.1 lbs.,"2'00""","When the weather grows warm, they groups and swim upriver. This sight serves as a poetic reminder that spring has arrived.","Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen.",Goldfish,0.5,0.5,,Water 2,,Water,Swift Swim / Sniper / Damp*,,23,34,30,18,25,32,160
Seaking,119,Seaking,Seaking,Water,,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,450,86.0 lbs.,"4'03""","When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived.",Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.,Goldfish,0.5,0.5,Goldeen,Water 2,,Water,Swift Swim / Water Veil / Lightning Rod*,,40,46,33,33,40,34,225
Staryu,120,Staryu,Staryu,Water,,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,340,76.1 lbs.,"2'07""","Large numbers of these PokÃ©mon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies.","This PokÃ©mon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so itâ€™s unconcerned by their snack attacks.",Star Shape,,,,Water 3,,Water,Illuminate / Natural Cure / Analytic*,,15,23,28,35,28,43,170
Starmie,121,Starmie,Starmie,Water,Psychic,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,520,176.4 lbs.,"3'07""",Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.,"Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this PokÃ©mon may be an invader from outer space.",Mysterious,,,Staryu,Water 3,,Water / Psychic,Illuminate / Natural Cure / Analytic*,,30,38,43,50,43,58,260
Mr._Mime,122,Mr. Mime,Mr. Mime,Psychic,Fairy,Soundproof,Filter,Technician,40,45,65,100,120,90,460,120.1 lbs.,"4'03""",,,Barrier,0.5,0.5,Mime Jr.,Human-Like,,Psychic / Fairy,Soundproof / Filter / Technician*,,20,23,33,50,60,45,230
Scyther,123,Scyther,Scyther,Bug,Flying,Swarm,Technician,Steadfast,70,110,80,55,80,105,500,123.5 lbs.,"4'11""","It confuses its prey with its quick, ninja-like movements. Then, in an instant, it cleaves them with its scythes.","While young, they live together deep in the mountains, training themselves in how to fight with their scythes and move at high speeds.",Mantis,0.5,0.5,,Bug,,Bug / Flying,Swarm / Technician / Steadfast*,,35,55,40,28,40,53,250
Jynx,124,Jynx,Jynx,Ice,Psychic,Oblivious,Forewarn,Dry Skin,65,50,35,115,95,95,455,89.5 lbs.,"4'07""",,,Human Shape,0,1,Smoochum,Human-Like,,Ice / Psychic,Oblivious / Forewarn / Dry Skin*,,33,25,18,58,48,48,228
Electabuzz,125,Electabuzz,Electabuzz,Electric,,Static,,Vital Spirit,65,83,57,95,85,105,490,66.1 lbs.,"3'07""",Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.,Electricity leaks from it in amounts far greater than the amount of electricity it eats.,Electric,0.75,0.25,Elekid,Human-Like,,Electric,Static / Vital Spirit*,,33,42,29,48,43,53,245
Magmar,126,Magmar,Magmar,Fire,,Flame Body,,Vital Spirit,65,95,57,100,85,93,495,98.1 lbs.,"4'03""","When itâ€™s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F.","When angered, it spouts brilliant fire from all over its body. It doesnâ€™t calm down until its opponent has burned to ash.",Spitfire,0.75,0.25,Magby,Human-Like,,Fire,Flame Body / Vital Spirit*,,33,48,29,50,43,47,248
Pinsir,127,Pinsir,Pinsir,Bug,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,500,121.3 lbs.,"4'11""","It grips its prey in its pincers and splits them apart. Although it is a powerful PokÃ©mon, it canâ€™t deal with the cold.",One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.,Stag Beetle,0.5,0.5,,Bug,,Bug,Hyper Cutter / Mold Breaker / Moxie*,,33,63,50,28,35,43,250
Tauros,128,Tauros,Tauros,Normal,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,490,194.9 lbs.,"4'07""","Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola.","Although itâ€™s known to be a fierce PokÃ©mon, Tauros in the Alola region are said to possess a measure of calmness.",Wild Bull,1,0,,Field,,Normal,Intimidate / Anger Point / Sheer Force*,,38,50,48,20,35,55,245
Magikarp,129,Magikarp,Magikarp,Water,,Swift Swim,,Rattled,20,10,55,15,20,80,200,22.0 lbs.,"2'11""","Although weak and helpless, this PokÃ©mon is incredibly fertile. They exist in such multitudes, youâ€™ll soon grow tired of seeing them.","Its reckless leaps make it easy pickings for predators. On the bright side, many PokÃ©mon enjoy longer life spans, thanks to Magikarp.",Fish,0.5,0.5,,Water 2,Dragon,Water,Swift Swim / Rattled*,,10,5,28,8,10,40,100
Gyarados,130,Gyarados,Gyarados,Water,Flying,Intimidate,,Moxie,95,125,79,60,100,81,540,518.1 lbs.,"21'04""","A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.",There are people who swear that any place Gyarados appears is fated for destruction.,Atrocious,0.5,0.5,Magikarp,Water 2,Dragon,Water / Flying,Intimidate / Moxie*,,48,63,40,30,50,41,270
